poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217588,500,lv,,lv,,1/16/25 14:59,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Ossoff,37817,Jon Ossoff,40.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217588,500,lv,,lv,,1/16/25 14:59,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,Kemp,37818,Brian Kemp,46.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217589,500,lv,,lv,,1/16/25 15:00,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Ossoff,37817,Jon Ossoff,45.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217589,500,lv,,lv,,1/16/25 15:00,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,Carter,37819,"Earl L. ""Buddy"" Carter",32.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217590,500,lv,,lv,,1/16/25 15:00,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Ossoff,37817,Jon Ossoff,44.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217590,500,lv,,lv,,1/16/25 15:00,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,Collins,37820,Mike Collins,34.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217591,500,lv,,lv,,1/16/25 15:00,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Ossoff,37817,Jon Ossoff,47.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217591,500,lv,,lv,,1/16/25 15:00,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,King,37821,John King,31.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217592,500,lv,,lv,,1/16/25 15:01,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Ossoff,37817,Jon Ossoff,44.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217592,500,lv,,lv,,1/16/25 15:01,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,McCormick,37822,Rich McCormick,33.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217593,500,lv,,lv,,1/16/25 15:01,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Ossoff,37817,Jon Ossoff,46.0
89490,1418,WPAi,1072,Club For Growth Action,WPA Intelligence,383,WPA Intelligence,1.7,-0.1,,3.0,Georgia,1/14/25,1/15/25,,"",,,,,217593,500,lv,,lv,,1/16/25 15:01,"",https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.politico.com/news/2025/01/16/kemp-ossoff-poll-georgia-senate-00198719,https://www.clubforgrowth.org/wp-content/uploads/2025/01/CFG_GA-Senate_General_Baseline_MQ_V2.pdf,,"",,REP,16091,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,Raffensperger,37823,Brad Raffensperger,32.0
89512,534,Virginia Commonwealth U.,"","",Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,370,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,2.1,-0.1,Live Phone/Text-to-Web,9.0,Virginia,12/18/24,1/15/25,,"",,,,,217785,806,a,,a,,1/24/25 11:32,"",https://wilder.vcu.edu/news-and-events/news-posts/commonwealth-poll-virginians-overwhelmingly-concerned-about-cost-of-living.html,https://wilder.vcu.edu/news-and-events/news-posts/commonwealth-poll-virginians-overwhelmingly-concerned-about-cost-of-living.html,,,"",,,16116,2026,U.S. Senate,2,Class II,11/3/26,general,false,false,,true,DEM,Warner,37830,Mark R. Warner,45.0
89512,534,Virginia Commonwealth U.,"","",Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,370,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,2.1,-0.1,Live Phone/Text-to-Web,9.0,Virginia,12/18/24,1/15/25,,"",,,,,217785,806,a,,a,,1/24/25 11:32,"",https://wilder.vcu.edu/news-and-events/news-posts/commonwealth-poll-virginians-overwhelmingly-concerned-about-cost-of-living.html,https://wilder.vcu.edu/news-and-events/news-posts/commonwealth-poll-virginians-overwhelmingly-concerned-about-cost-of-living.html,,,"",,,16116,2026,U.S. Senate,2,Class II,11/3/26,general,false,false,,true,REP,Youngkin,37831,Glenn Youngkin,38.0
89418,1672,Victory Insights,"","",Victory Insights,673,Victory Insights,1.3,0.1,IVR/Text-to-Web,,North Carolina,11/26/24,11/29/24,,"",,,,,216884,800,lv,,lv,,12/2/24 14:25,no polling 11/28,https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,"",,,16108,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Cooper,37633,Roy A. Cooper,45.1
89418,1672,Victory Insights,"","",Victory Insights,673,Victory Insights,1.3,0.1,IVR/Text-to-Web,,North Carolina,11/26/24,11/29/24,,"",,,,,216884,800,lv,,lv,,12/2/24 14:25,no polling 11/28,https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,"",,,16108,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,Tillis,37634,Thomas Roland Tillis,44.1
89418,1672,Victory Insights,"","",Victory Insights,673,Victory Insights,1.3,0.1,IVR/Text-to-Web,,North Carolina,11/26/24,11/29/24,,"",,,,,216885,800,lv,,lv,,12/2/24 14:25,"",https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,"",,,16108,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Cooper,37633,Roy A. Cooper,45.5
89418,1672,Victory Insights,"","",Victory Insights,673,Victory Insights,1.3,0.1,IVR/Text-to-Web,,North Carolina,11/26/24,11/29/24,,"",,,,,216885,800,lv,,lv,,12/2/24 14:25,"",https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,https://irp.cdn-website.com/07e08705/files/uploaded/PollReport_NC-2026_12-2-24.pdf,,"",,,16108,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,L. Trump,37635,Lara Trump,44.3
89198,290,MassINC Polling Group,"","",MassINC Polling Group,198,MassINC Polling Group,2.8,-0.8,Online Opt-In Panel/Text-to-Web,7.0,Massachusetts,10/29/24,11/1/24,,"",,,,,216369,582,lv,,lv,,11/4/24 13:59,"",https://www.massincpolling.com/our-work/final-mpg-poll-of-massachusetts-voters-find-harris-warren-maintaining-commanding-leads,https://www.massincpolling.com/our-work/final-mpg-poll-of-massachusetts-voters-find-harris-warren-maintaining-commanding-leads,https://static1.squarespace.com/static/5eb9fa2f8ac4df11937f6a49/t/67252736a27be76d295404cd/1730488118174/Topline+2024+10+Nov+MA+Election.pdf,,"",false,,16099,2026,U.S. Senate,2,Class II,11/3/26,general,false,false,,true,DEM,Markey,37557,Edward J. Markey,34.0
89198,290,MassINC Polling Group,"","",MassINC Polling Group,198,MassINC Polling Group,2.8,-0.8,Online Opt-In Panel/Text-to-Web,7.0,Massachusetts,10/29/24,11/1/24,,"",,,,,216369,582,lv,,lv,,11/4/24 13:59,"",https://www.massincpolling.com/our-work/final-mpg-poll-of-massachusetts-voters-find-harris-warren-maintaining-commanding-leads,https://www.massincpolling.com/our-work/final-mpg-poll-of-massachusetts-voters-find-harris-warren-maintaining-commanding-leads,https://static1.squarespace.com/static/5eb9fa2f8ac4df11937f6a49/t/67252736a27be76d295404cd/1730488118174/Topline+2024+10+Nov+MA+Election.pdf,,"",false,,16099,2026,U.S. Senate,2,Class II,11/3/26,general,false,false,,true,REP,Baker,37558,Charles D. Baker,40.0
82723,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,1.9,-0.1,Text-to-Web,,Alaska,4/21/23,4/25/23,,"",,,,,172629,1261,lv,,lv,,5/2/23 19:20,"",https://twitter.com/IvanMoore1/status/1653488015183069184?s=20,https://twitter.com/IvanMoore1/status/1653488015183069184?s=20,,,"",,,10009,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,DEM,Peltola,30997,Mary S. Peltola,44.0
82723,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,1.9,-0.1,Text-to-Web,,Alaska,4/21/23,4/25/23,,"",,,,,172629,1261,lv,,lv,,5/2/23 19:20,"",https://twitter.com/IvanMoore1/status/1653488015183069184?s=20,https://twitter.com/IvanMoore1/status/1653488015183069184?s=20,,,"",,,10009,2026,U.S. Senate,0,Class II,11/3/26,general,false,false,,true,REP,Sullivan,30998,Dan Sullivan,41.0
